,Id,neg,neu,pos,compound,Date,User,Tweet,Comment,RT,Like
126,k_o_yama,0.0,1.0,0.0,0.0,2007-12-31 17:33:37+00:00,loumac2,@tbridge Apple Store Providence has an empty Genius Bar :p,0,0,0
127,MacOtakaraRSS,0.0,1.0,0.0,0.0,2007-12-31 17:32:28+00:00,michaelmurphey,If anybody has suggestions for great Applications to cover on Apple Gazette email me.,0,0,0
128,jasonhawkins,0.0,1.0,0.0,0.0,2007-12-31 17:26:55+00:00,amazon_reviews,"Apples to Apples, a great game!!!!
I have enjoyed playing this game with many differe
http://www.amazon.com/dp/B000246MQU",0,0,0
129,misschapter,0.0,1.0,0.0,0.0,2007-12-31 17:23:35+00:00,mtfbwy,"Hey Apple, how about BASIC features every other phone has like MMS and video recording? Cupertino can be so arrogant.",0,0,0
130,vizeds,0.0,0.642,0.358,0.8316,2007-12-31 17:22:07+00:00,mtfbwy,Looking at iPhone 1.1.3 features. Apple is developing for the iPhone at a snail's pace.,0,0,0
131,Davecroc,0.0,0.905,0.095,0.3182,2007-12-31 17:20:18+00:00,topa,gnome-do is really cool. It's basically Apple's Quicksilver for Linux,0,0,0
132,cooperx86,0.175,0.825,0.0,-0.5267,2007-12-31 17:15:04+00:00,peterdawson,"@ThomasHan, now Apple will close down geallive too :)- !!",0,0,0
133,Jottce,0.0,1.0,0.0,0.0,2007-12-31 17:08:49+00:00,MrFresh,"@koa @EricaJoy: I still use an Apple Newton Messagepad 2100: Best thing I know of for HWR, the apps are great but it died in '98...",0,0,0
134,jasonjday,0.145,0.855,0.0,-0.5255,2007-12-31 17:07:57+00:00,DoMelhor,Apple afina controlo de volume do iPod: O objectivo é proteger a audição dos utilizadores. O The Daily M.. http://tinyurl.com/2y6jmb,0,0,0
135,jobsworth,0.0,0.67,0.33,0.7096,2007-12-31 17:05:08+00:00,kdubbenterprise,"From Bitbucket Disney signs up for iTunes digital movie rentals [Apple]: As expected, D.. http://tinyurl.com/2xucvz",0,0,0
136,chrisatzinger,0.0,1.0,0.0,0.0,2007-12-31 17:02:22+00:00,dougmeacham,the apple store employee that greeted me said I could have just called them. Msg says they can't make appointments. So which is it?,0,0,0
137,savvas,0.0,0.488,0.512,0.743,2007-12-31 16:59:18+00:00,lastmacen,"The Ultimate Leopard Tweaking Guide: No matter how good Apple Mac OS X Leopard is, there will always be.. http://tinyurl.com/ywrqw7",0,0,0
138,applephoneshow,0.0,0.61,0.39,0.4926,2007-12-31 16:59:04+00:00,ZDNET,Just what's so special about Apple RAM to justify the crazy price? - http://tinyurl.com/2wm2bo,0,0,0
139,mizmaggieb,0.232,0.662,0.106,-0.4404,2007-12-31 16:58:56+00:00,lastmaces,"The Ultimate Leopard Tweaking Guide: No matter how good Apple Mac OS X Leopard is, there will always be.. http://tinyurl.com/ywrqw7",0,0,0
